Index;year_date_naissance;sexe;Revenus K;Enfant ?;Conduite accompagnée ?;usage_vehicule;type_vehicule;Rouge ?;points_perdus;age_vehicule;type_conduite;mm_yy_date_demande;formule;Tarif
965;1956;F;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;5;; Urban;01/01/2022;express;200-299
966;2009;F;175K-200K;FAUX;FAUX;Commercial;Panel Truck;FAUX;1;12; Urban;01/05/2022;express;200-299
967;1953;M;175K-200K;FAUX;FAUX;Private;SUV;FAUX;0;16; Urban;01/03/2022;express;200-299
968;2006;M;150K-175K;FAUX;FAUX;Private;Sports Car;VRAI;0;; Urban;01/04/2022;integral;300-399
969;1977;M;25K-50K;VRAI;FAUX;Private;Sports Car;FAUX;0;1; Urban;01/03/2022;integral;200-299
970;1975;F;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;1;22; Urban;01/02/2022;express;200-299
971;1965;M;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;0;1; Rural;01/04/2022;premium;400-499
972;1977;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;4;15; Urban;01/02/2022;premium;400-499
973;1974;M;-25K;FAUX;FAUX;Private;SUV;FAUX;0;13; Rural;01/01/2022;express;200-299
974;1972;F;-25K;FAUX;FAUX;Private;SUV;FAUX;0;1; Urban;01/04/2022;express;200-299
975;1949;F;75K-100K;FAUX;FAUX;Commercial;Van;FAUX;0;18; Urban;01/02/2022;integral;300-399
976;2009;M;25K-50K;VRAI;FAUX;Private;Pickup;VRAI;3;1; Urban;01/04/2022;express;200-299
977;1943;F;75K-100K;FAUX;FAUX;Private;Minivan;FAUX;2;17; Urban;01/02/2022;express;200-299
978;1969;F;25K-50K;FAUX;FAUX;Private;Minivan;FAUX;1;1; Rural;01/05/2022;integral;300-399
979;1965;F;-25K;VRAI;VRAI;Private;Pickup;VRAI;2;1; Urban;01/03/2022;integral;300-399
980;1985;F;25K-50K;FAUX;FAUX;Private;Minivan;FAUX;0;7; Urban;01/04/2022;integral;300-399
981;1958;F;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;5;13; Urban;01/03/2022;integral;300-399
982;1933;M;275K-300K;FAUX;FAUX;Private;Minivan;VRAI;0;16; Urban;01/03/2022;express;200-299
983;1953;F;50K-75K;FAUX;FAUX;Private;Sports Car;FAUX;0;10; Urban;01/05/2022;express;200-299
984;2009;F;50K-75K;VRAI;FAUX;Private;Pickup;FAUX;3;21; Urban;01/02/2022;integral;300-399
985;1962;M;100K-125K;VRAI;FAUX;Commercial;Panel Truck;FAUX;1;23; Urban;01/03/2022;express;200-299
986;1966;F;50K-75K;FAUX;FAUX;Commercial;Panel Truck;FAUX;2;8; Urban;01/03/2022;premium;300-399
987;2021;M;75K-100K;FAUX;FAUX;Commercial;Pickup;FAUX;0;1; Urban;01/04/2022;integral;300-399
988;1984;M;50K-75K;FAUX;FAUX;Commercial;Panel Truck;VRAI;3;1; Urban;01/03/2022;express;200-299
989;1963;M;125K-150K;FAUX;FAUX;Private;Minivan;FAUX;6;17; Urban;01/03/2022;express;200-299
990;1984;F;-25K;VRAI;FAUX;Commercial;Pickup;FAUX;0;1; Rural;01/05/2022;premium;400-499
991;2009;M;25K-50K;FAUX;FAUX;Commercial;Sports Car;FAUX;5;9; Urban;01/01/2022;integral;300-399
992;2015;F;25K-50K;FAUX;FAUX;Private;Pickup;VRAI;3;11; Urban;01/01/2022;integral;200-299
993;1965;F;;FAUX;FAUX;Private;Minivan;FAUX;0;1; Urban;01/03/2022;integral;200-299
994;2013;F;25K-50K;FAUX;FAUX;Commercial;Sports Car;FAUX;0;1; Urban;01/01/2022;integral;300-399
995;1944;M;25K-50K;FAUX;FAUX;Private;Sports Car;FAUX;3;1; Urban;01/01/2022;express;200-299
996;1961;F;75K-100K;FAUX;FAUX;Private;Sports Car;FAUX;0;15; Urban;01/03/2022;integral;200-299
997;1995;M;;VRAI;FAUX;Private;SUV;FAUX;1;8; Rural;01/04/2022;integral;300-399
998;1955;M;50K-75K;FAUX;FAUX;Commercial;Van;VRAI;2;1; Urban;01/04/2022;integral;300-399
999;1956;M;100K-125K;FAUX;FAUX;Commercial;Pickup;FAUX;0;16; Urban;01/05/2022;express;200-299
1000;2007;M;50K-75K;FAUX;FAUX;Private;SUV;FAUX;0;11; Urban;01/02/2022;express;200-299
1001;1937;F;-25K;FAUX;FAUX;Private;SUV;FAUX;2;4; Rural;01/02/2022;integral;300-399
1002;1965;F;50K-75K;FAUX;FAUX;Private;SUV;VRAI;7;6; Urban;01/03/2022;express;200-299
1003;1942;F;;FAUX;FAUX;Private;SUV;FAUX;0;5; Rural;01/04/2022;integral;300-399
1004;1983;M;25K-50K;FAUX;FAUX;Private;Minivan;FAUX;2;14; Urban;01/05/2022;integral;300-399
1005;1981;F;-25K;FAUX;FAUX;Private;SUV;FAUX;0;; Urban;01/02/2022;integral;300-399
1006;2003;F;-25K;FAUX;FAUX;Private;Minivan;VRAI;0;4; Urban;01/03/2022;express;200-299
1007;1973;M;-25K;FAUX;FAUX;Private;SUV;FAUX;0;1; Rural;01/05/2022;express;200-299
1008;1975;F;-25K;VRAI;FAUX;Private;SUV;FAUX;3;1; Urban;01/02/2022;express;200-299
1009;1964;M;50K-75K;VRAI;VRAI;Commercial;Panel Truck;FAUX;0;12; Urban;01/02/2022;express;200-299
1010;1965;F;25K-50K;VRAI;FAUX;Private;SUV;FAUX;0;12; Urban;01/04/2022;integral;200-299
1011;1966;F;50K-75K;FAUX;FAUX;Private;SUV;FAUX;2;10; Urban;01/03/2022;integral;300-399
1012;1994;M;25K-50K;VRAI;FAUX;Private;SUV;FAUX;2;1; Urban;01/03/2022;express;200-299
1013;1952;F;25K-50K;VRAI;FAUX;Private;Pickup;FAUX;10;1; Urban;01/03/2022;express;200-299
1014;2008;M;25K-50K;FAUX;FAUX;Commercial;Pickup;VRAI;0;1; Rural;01/03/2022;express;200-299
1015;1955;M;125K-150K;VRAI;FAUX;Private;Minivan;VRAI;0;1; Urban;01/05/2022;express;200-299
1016;1964;M;50K-75K;VRAI;VRAI;Private;Minivan;VRAI;6;9; Urban;01/05/2022;integral;200-299
1017;1939;M;100K-125K;FAUX;FAUX;Private;Minivan;VRAI;0;18; Rural;01/03/2022;express;200-299
1018;1980;M;100K-125K;VRAI;VRAI;Private;Minivan;VRAI;0;14; Urban;01/03/2022;premium;500-599
1019;1967;M;-25K;FAUX;FAUX;Commercial;Minivan;VRAI;3;10; Urban;01/03/2022;express;200-299
1020;2000;F;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;5;18; Urban;01/01/2022;premium;300-399
1021;1950;F;-25K;FAUX;FAUX;Private;Sports Car;FAUX;3;7; Rural;01/05/2022;premium;500-599
1022;1976;F;100K-125K;FAUX;FAUX;Private;Sports Car;FAUX;0;18; Urban;01/01/2022;premium;400-499
1023;2008;M;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;1;1; Rural;01/05/2022;express;200-299
1024;1966;M;75K-100K;VRAI;FAUX;Private;SUV;FAUX;0;; Urban;01/05/2022;integral;300-399
1025;1965;M;25K-50K;VRAI;FAUX;Private;Sports Car;FAUX;0;15; Urban;01/03/2022;premium;500-599
1026;1943;F;100K-125K;FAUX;FAUX;Private;SUV;FAUX;4;15; Urban;01/02/2022;express;200-299
1027;1982;F;-25K;VRAI;FAUX;Private;SUV;FAUX;4;6; Urban;01/05/2022;express;200-299
1028;2019;M;-25K;FAUX;FAUX;Commercial;SUV;FAUX;1;11; Urban;01/01/2022;integral;300-399
1029;1996;M;-25K;VRAI;VRAI;Private;SUV;FAUX;2;6; Urban;01/05/2022;integral;200-299
1030;1989;M;125K-150K;FAUX;FAUX;Private;Van;VRAI;4;1; Urban;01/04/2022;express;200-299
1031;1962;F;50K-75K;VRAI;FAUX;Commercial;Pickup;VRAI;5;11; Urban;01/02/2022;vip;800-899
1032;1978;M;-25K;FAUX;FAUX;Private;SUV;FAUX;7;6; Rural;01/02/2022;integral;200-299
1033;1952;F;75K-100K;VRAI;VRAI;Private;Minivan;FAUX;6;12; Urban;01/01/2022;integral;300-399
1034;1966;M;50K-75K;VRAI;FAUX;Private;Sports Car;FAUX;0;; Urban;01/04/2022;express;200-299
1035;1973;M;;VRAI;FAUX;Private;Pickup;FAUX;2;1; Rural;01/05/2022;premium;400-499
1036;1968;M;;FAUX;FAUX;Private;Van;FAUX;1;14; Urban;01/04/2022;express;200-299
1037;1982;F;-25K;FAUX;FAUX;Private;Pickup;VRAI;4;16; Rural;01/03/2022;integral;300-399
1038;1995;F;25K-50K;VRAI;FAUX;Commercial;Minivan;VRAI;6;; Urban;01/05/2022;integral;300-399
1039;1980;M;;VRAI;FAUX;Commercial;Pickup;VRAI;0;8; Rural;01/01/2022;integral;200-299
1040;1950;M;-25K;FAUX;FAUX;Private;SUV;FAUX;1;1; Urban;01/04/2022;integral;300-399
1041;1992;F;25K-50K;VRAI;FAUX;Private;Minivan;FAUX;0;1; Urban;01/04/2022;integral;200-299
1042;1939;M;125K-150K;VRAI;FAUX;Private;SUV;FAUX;0;15; Urban;01/03/2022;integral;200-299
1043;2021;F;-25K;FAUX;FAUX;Private;SUV;FAUX;0;1; Urban;01/01/2022;integral;200-299
1044;1994;M;50K-75K;FAUX;FAUX;Commercial;Panel Truck;FAUX;4;15; Urban;01/04/2022;integral;300-399
1045;1943;M;-25K;FAUX;FAUX;Private;Minivan;FAUX;1;14; Urban;01/03/2022;integral;200-299
1046;1978;M;-25K;FAUX;FAUX;Commercial;Sports Car;FAUX;6;10; Urban;01/02/2022;integral;200-299
1047;1987;M;-25K;FAUX;FAUX;Private;Sports Car;FAUX;0;1; Rural;01/02/2022;express;200-299
1048;1986;F;-25K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;9; Rural;01/05/2022;integral;200-299
1049;1968;M;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;4;8; Urban;01/04/2022;integral;300-399
1050;1989;F;-25K;FAUX;FAUX;Private;SUV;FAUX;3;9; Rural;01/05/2022;integral;300-399
1051;1952;M;75K-100K;FAUX;FAUX;Private;Minivan;VRAI;0;6; Urban;01/04/2022;express;200-299
1052;1934;M;50K-75K;FAUX;FAUX;Commercial;SUV;FAUX;0;8; Urban;01/01/2022;integral;300-399
1053;2001;M;-25K;VRAI;FAUX;Private;Minivan;VRAI;3;1; Urban;01/05/2022;integral;300-399
1054;1998;M;;FAUX;FAUX;Commercial;Minivan;FAUX;0;8; Urban;01/05/2022;integral;300-399
1055;1954;F;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;4;12; Urban;01/01/2022;premium;400-499
1056;1950;M;50K-75K;FAUX;FAUX;Commercial;Panel Truck;FAUX;0;1; Urban;01/01/2022;integral;300-399
1057;1932;M;75K-100K;FAUX;FAUX;Private;Pickup;FAUX;2;17; Urban;01/03/2022;integral;300-399
1058;1958;F;50K-75K;VRAI;FAUX;Commercial;Minivan;FAUX;0;1; Rural;01/05/2022;integral;300-399
1059;1946;F;50K-75K;VRAI;FAUX;Commercial;Minivan;FAUX;1;5; Urban;01/01/2022;premium;500-599
1060;2008;F;50K-75K;FAUX;FAUX;Commercial;Pickup;VRAI;0;1; Urban;01/04/2022;integral;300-399
1061;1953;F;50K-75K;FAUX;FAUX;Commercial;Panel Truck;FAUX;7;15; Urban;01/02/2022;integral;200-299
1062;1970;M;175K-200K;FAUX;FAUX;Commercial;Panel Truck;FAUX;4;15; Urban;01/02/2022;express;200-299
1063;1952;F;25K-50K;FAUX;FAUX;Private;Sports Car;FAUX;2;12; Urban;01/03/2022;express;200-299
1064;2002;F;125K-150K;FAUX;VRAI;Private;SUV;FAUX;4;; Urban;01/03/2022;express;200-299
1065;1983;M;-25K;FAUX;FAUX;Private;SUV;FAUX;0;1; Rural;01/04/2022;express;200-299
1066;1961;F;50K-75K;FAUX;FAUX;Private;Van;FAUX;4;12; Urban;01/01/2022;express;200-299
1067;1967;M;-25K;FAUX;FAUX;Private;Minivan;VRAI;3;17; Urban;01/02/2022;integral;200-299
1068;1953;F;50K-75K;VRAI;FAUX;Private;Sports Car;FAUX;0;1; Urban;01/03/2022;integral;200-299
1069;1945;F;25K-50K;FAUX;FAUX;Commercial;Van;FAUX;7;1; Urban;01/02/2022;express;200-299
1070;2014;F;125K-150K;FAUX;FAUX;Private;Van;VRAI;0;12; Urban;01/01/2022;integral;300-399
1071;1974;F;100K-125K;VRAI;VRAI;Commercial;Pickup;VRAI;0;1; Rural;01/03/2022;express;200-299
1072;1978;F;25K-50K;VRAI;VRAI;Commercial;Van;FAUX;0;1; Urban;01/04/2022;express;200-299
1073;1974;M;100K-125K;VRAI;VRAI;Commercial;Van;VRAI;0;11; Rural;01/03/2022;integral;300-399
1074;1987;F;150K-175K;FAUX;FAUX;Commercial;Panel Truck;VRAI;3;19; Urban;01/02/2022;integral;300-399
1075;1956;F;50K-75K;FAUX;FAUX;Commercial;Pickup;FAUX;1;12; Urban;01/03/2022;integral;300-399
1076;1951;F;25K-50K;VRAI;VRAI;Private;Van;FAUX;0;; Urban;01/02/2022;express;200-299
1077;1976;F;25K-50K;VRAI;VRAI;Private;Pickup;VRAI;0;7; Urban;01/02/2022;express;200-299
1078;1967;F;50K-75K;FAUX;FAUX;Private;SUV;FAUX;3;8; Urban;01/03/2022;integral;300-399
1079;1970;F;25K-50K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;1; Urban;01/04/2022;express;200-299
1080;2002;M;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;5;10; Urban;01/04/2022;express;200-299
1081;1998;F;125K-150K;FAUX;FAUX;Commercial;Panel Truck;VRAI;2;1; Urban;01/01/2022;integral;300-399
1082;1950;M;100K-125K;VRAI;FAUX;Private;Minivan;FAUX;0;15; Urban;01/03/2022;integral;300-399
1083;1986;M;75K-100K;FAUX;FAUX;Private;Sports Car;FAUX;3;17; Urban;01/03/2022;express;200-299
1084;2006;M;50K-75K;FAUX;FAUX;Private;SUV;FAUX;0;18; Urban;01/02/2022;express;200-299
1085;2005;F;75K-100K;VRAI;FAUX;Commercial;Minivan;VRAI;0;1; Urban;01/04/2022;integral;300-399
1086;1953;F;-25K;VRAI;VRAI;Private;Sports Car;FAUX;4;4; Urban;01/04/2022;express;200-299
1087;1986;F;25K-50K;VRAI;VRAI;Private;Minivan;FAUX;5;1; Urban;01/02/2022;express;200-299
1088;1942;M;;FAUX;FAUX;Commercial;Van;VRAI;2;8; Urban;01/01/2022;express;200-299
1089;2003;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;0;14; Urban;01/03/2022;integral;300-399
1090;1970;M;75K-100K;VRAI;FAUX;Commercial;Van;VRAI;3;1; Urban;01/01/2022;express;200-299
1091;1957;M;25K-50K;FAUX;FAUX;Private;Pickup;VRAI;0;1; Urban;01/02/2022;integral;300-399
1092;1965;F;-25K;VRAI;FAUX;Private;Sports Car;VRAI;8;6; Urban;01/02/2022;integral;200-299
1093;1978;F;50K-75K;VRAI;FAUX;Commercial;Pickup;FAUX;0;6; Rural;01/04/2022;integral;300-399
1094;1981;F;75K-100K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;16; Rural;01/04/2022;integral;300-399
1095;2017;F;-25K;VRAI;VRAI;Commercial;Pickup;FAUX;0;19; Urban;01/03/2022;integral;300-399
1096;1969;F;75K-100K;VRAI;VRAI;Private;Minivan;FAUX;5;13; Urban;01/03/2022;premium;300-399
1097;1977;F;-25K;VRAI;FAUX;Private;Minivan;FAUX;4;8; Urban;01/01/2022;express;200-299
1098;1965;F;100K-125K;FAUX;FAUX;Commercial;Panel Truck;VRAI;1;; Rural;01/02/2022;integral;200-299
1099;2020;M;100K-125K;FAUX;FAUX;Commercial;Minivan;FAUX;4;12; Urban;01/01/2022;express;200-299
1100;1947;M;;VRAI;VRAI;Commercial;SUV;FAUX;3;9; Urban;01/02/2022;express;200-299
1101;1984;M;150K-175K;VRAI;FAUX;Private;Van;FAUX;0;13; Urban;01/03/2022;vip;900-999
1102;1953;F;25K-50K;FAUX;FAUX;Private;Minivan;VRAI;2;9; Rural;01/03/2022;integral;300-399
1103;1985;M;100K-125K;FAUX;FAUX;Private;Minivan;VRAI;1;8; Urban;01/04/2022;express;200-299
1104;1966;F;75K-100K;FAUX;FAUX;Commercial;SUV;FAUX;0;9; Urban;01/05/2022;integral;300-399
1105;2009;M;100K-125K;FAUX;FAUX;Private;Minivan;FAUX;0;1; Rural;01/04/2022;express;200-299
1106;2017;M;100K-125K;VRAI;VRAI;Commercial;Panel Truck;FAUX;9;16; Urban;01/01/2022;express;200-299
1107;2015;M;50K-75K;FAUX;FAUX;Commercial;Panel Truck;VRAI;0;12; Urban;01/03/2022;premium;300-399
1108;2018;M;25K-50K;VRAI;FAUX;Private;SUV;FAUX;0;10; Urban;01/01/2022;integral;200-299
1109;1960;F;75K-100K;FAUX;FAUX;Commercial;Van;FAUX;8;8; Urban;01/02/2022;integral;300-399
1110;1986;M;125K-150K;VRAI;FAUX;Private;SUV;FAUX;5;14; Urban;01/03/2022;premium;300-399
1111;1961;M;-25K;FAUX;FAUX;Commercial;Pickup;FAUX;1;1; Urban;01/03/2022;integral;300-399
1112;1991;M;50K-75K;FAUX;FAUX;Private;Sports Car;FAUX;0;21; Urban;01/02/2022;express;200-299
1113;1951;M;-25K;FAUX;FAUX;Private;Sports Car;FAUX;1;1; Urban;01/05/2022;integral;300-399
1114;1958;M;25K-50K;FAUX;FAUX;Private;Van;VRAI;3;4; Urban;01/03/2022;express;200-299
1115;1958;F;25K-50K;FAUX;FAUX;Private;Minivan;FAUX;0;16; Urban;01/05/2022;integral;300-399
1116;1977;F;50K-75K;FAUX;FAUX;Private;Pickup;VRAI;0;10; Urban;01/04/2022;integral;300-399
1117;2007;M;25K-50K;VRAI;FAUX;Private;Pickup;VRAI;1;7; Urban;01/01/2022;express;200-299
1118;1983;F;25K-50K;FAUX;FAUX;Commercial;Pickup;VRAI;1;1; Urban;01/03/2022;integral;300-399
1119;1943;M;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;0;9; Urban;01/02/2022;express;200-299
1120;1993;F;75K-100K;FAUX;FAUX;Private;Minivan;VRAI;1;12; Urban;01/04/2022;integral;300-399
1121;2003;M;75K-100K;FAUX;FAUX;Private;Sports Car;FAUX;0;9; Urban;01/05/2022;integral;300-399
1122;1966;F;100K-125K;FAUX;FAUX;Commercial;Panel Truck;VRAI;1;15; Urban;01/03/2022;integral;300-399
1123;1944;F;100K-125K;FAUX;FAUX;Commercial;Panel Truck;VRAI;1;12; Urban;01/02/2022;premium;300-399
1124;2005;M;25K-50K;VRAI;VRAI;Commercial;Minivan;FAUX;2;4; Urban;01/01/2022;integral;300-399
1125;2019;F;50K-75K;VRAI;FAUX;Commercial;Pickup;FAUX;0;11; Rural;01/03/2022;express;200-299
1126;2015;M;50K-75K;FAUX;FAUX;Private;Pickup;VRAI;1;12; Urban;01/03/2022;integral;300-399
1127;2006;M;-25K;FAUX;FAUX;Commercial;Minivan;VRAI;0;11; Rural;01/03/2022;express;200-299
1128;2015;F;50K-75K;FAUX;FAUX;Private;SUV;FAUX;0;8; Rural;01/05/2022;integral;300-399
1129;2014;M;100K-125K;FAUX;FAUX;Private;SUV;FAUX;4;7; Urban;01/03/2022;integral;300-399
1130;2015;F;50K-75K;FAUX;FAUX;Private;SUV;FAUX;5;4; Urban;01/05/2022;integral;300-399
1131;1952;F;150K-175K;FAUX;FAUX;Private;SUV;FAUX;1;12; Urban;01/04/2022;integral;300-399
1132;1989;F;-25K;FAUX;FAUX;Private;Minivan;FAUX;0;1; Urban;01/04/2022;express;200-299
1133;1980;F;50K-75K;VRAI;FAUX;Private;Minivan;VRAI;3;8; Urban;01/01/2022;express;200-299
1134;1936;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;1;10; Rural;01/02/2022;integral;300-399
1135;1993;M;50K-75K;VRAI;FAUX;Private;SUV;FAUX;0;7; Urban;01/03/2022;integral;200-299
1136;1934;F;25K-50K;VRAI;FAUX;Private;SUV;FAUX;0;12; Urban;01/05/2022;integral;300-399
1137;1959;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;3;; Urban;01/05/2022;express;200-299
1138;2009;F;-25K;FAUX;FAUX;Private;Sports Car;FAUX;10;2; Urban;01/02/2022;integral;300-399
1139;1974;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;0;10; Urban;01/03/2022;express;200-299
1140;2020;M;25K-50K;FAUX;FAUX;Private;Pickup;FAUX;3;1; Urban;01/04/2022;integral;300-399
1141;1953;M;-25K;VRAI;VRAI;Private;Sports Car;FAUX;0;12; Rural;01/02/2022;integral;200-299
1142;1952;F;-25K;FAUX;FAUX;Commercial;Pickup;VRAI;2;7; Rural;01/02/2022;express;200-299
1143;1957;F;100K-125K;FAUX;FAUX;Private;Pickup;VRAI;4;22; Urban;01/05/2022;integral;300-399
1144;1941;F;75K-100K;VRAI;VRAI;Commercial;Panel Truck;FAUX;0;; Rural;01/05/2022;integral;200-299
1145;1954;M;-25K;VRAI;FAUX;Private;Sports Car;FAUX;2;7; Urban;01/03/2022;express;200-299
1146;1973;M;75K-100K;FAUX;FAUX;Private;Minivan;VRAI;3;21; Urban;01/01/2022;express;200-299
1147;1946;M;50K-75K;VRAI;FAUX;Private;SUV;FAUX;7;1; Urban;01/03/2022;integral;200-299
1148;1942;F;25K-50K;FAUX;FAUX;Private;SUV;FAUX;0;6; Rural;01/01/2022;express;200-299
1149;2015;F;50K-75K;FAUX;FAUX;Private;Minivan;VRAI;0;7; Urban;01/05/2022;premium;500-599
1150;1953;M;75K-100K;FAUX;FAUX;Commercial;Minivan;FAUX;7;10; Urban;01/04/2022;express;200-299
1151;1962;M;-25K;VRAI;VRAI;Commercial;Pickup;FAUX;3;9; Urban;01/05/2022;express;200-299
1152;1957;M;100K-125K;FAUX;FAUX;Commercial;Panel Truck;VRAI;5;20; Urban;01/02/2022;integral;300-399
1153;1940;M;-25K;FAUX;FAUX;Private;SUV;FAUX;1;8; Rural;01/01/2022;integral;300-399
1154;1960;F;125K-150K;FAUX;FAUX;Private;Minivan;VRAI;2;20; Urban;01/05/2022;express;200-299
1155;2012;M;25K-50K;FAUX;FAUX;Private;Minivan;FAUX;2;1; Rural;01/05/2022;express;200-299
1156;1961;F;50K-75K;FAUX;FAUX;Private;Minivan;FAUX;3;1; Urban;01/01/2022;integral;300-399
1157;1951;F;75K-100K;FAUX;FAUX;Commercial;Van;FAUX;6;4; Urban;01/01/2022;premium;400-499
1158;1934;M;25K-50K;FAUX;VRAI;Private;Minivan;FAUX;0;1; Rural;01/05/2022;integral;300-399
